"DATA","ANNO","NOME_PROVINCIA","DECESSI"
"2015-01-31",15,"Sondrio",1
"2015-01-31",15,"Varese",11
"2015-02-01",15,"Bergamo",28
"2015-02-01",15,"Brescia",25
"2015-02-01",15,"Como",14
"2015-02-01",15,"Cremona",10
"2015-02-01",15,"Lecco",9
"2015-02-01",15,"Lodi",6
"2015-02-01",15,"Mantova",10
"2015-02-01",15,"Milano",89
"2015-02-01",15,"Monza e della Brianza",17
"2015-02-01",15,"Pavia",14
"2015-02-01",15,"Sondrio",4
"2015-02-01",15,"Varese",8
"2015-02-02",15,"Bergamo",25
"2015-02-02",15,"Brescia",17
"2015-02-02",15,"Como",15
"2015-02-02",15,"Cremona",9
"2015-02-02",15,"Lecco",10
"2015-02-02",15,"Lodi",6
"2015-02-02",15,"Mantova",11
"2015-02-02",15,"Milano",105
"2015-02-02",15,"Monza e della Brianza",23
"2015-02-02",15,"Pavia",15
"2015-02-02",15,"Sondrio",4
"2015-02-02",15,"Varese",9
"2015-02-03",15,"Bergamo",32
"2015-02-03",15,"Brescia",31
"2015-02-03",15,"Como",14
"2015-02-03",15,"Cremona",14
"2015-02-03",15,"Lecco",9
"2015-02-03",15,"Lodi",10
"2015-02-03",15,"Mantova",6
"2015-02-03",15,"Milano",90
"2015-02-03",15,"Monza e della Brianza",18
"2015-02-03",15,"Pavia",18
"2015-02-03",15,"Sondrio",2
"2015-02-03",15,"Varese",12
"2015-02-04",15,"Bergamo",19
"2015-02-04",15,"Brescia",34
"2015-02-04",15,"Como",13
"2015-02-04",15,"Cremona",7
"2015-02-04",15,"Lecco",4
"2015-02-04",15,"Lodi",9
"2015-02-04",15,"Mantova",16
"2015-02-04",15,"Milano",74
"2015-02-04",15,"Monza e della Brianza",20
"2015-02-04",15,"Pavia",25
"2015-02-04",15,"Sondrio",4
"2015-02-04",15,"Varese",11
"2015-02-05",15,"Bergamo",31
"2015-02-05",15,"Brescia",26
"2015-02-05",15,"Como",10
"2015-02-05",15,"Cremona",12
"2015-02-05",15,"Lecco",7
"2015-02-05",15,"Lodi",5
"2015-02-05",15,"Mantova",12
"2015-02-05",15,"Milano",94
"2015-02-05",15,"Monza e della Brianza",24
"2015-02-05",15,"Pavia",18
"2015-02-05",15,"Sondrio",3
"2015-02-05",15,"Varese",14
"2015-02-06",15,"Bergamo",30
"2015-02-06",15,"Brescia",30
"2015-02-06",15,"Como",14
"2015-02-06",15,"Cremona",12
"2015-02-06",15,"Lecco",10
"2015-02-06",15,"Lodi",11
"2015-02-06",15,"Mantova",13
"2015-02-06",15,"Milano",97
"2015-02-06",15,"Monza e della Brianza",20
"2015-02-06",15,"Pavia",17
"2015-02-06",15,"Sondrio",3
"2015-02-06",15,"Varese",15
"2015-02-07",15,"Bergamo",29
"2015-02-07",15,"Brescia",29
"2015-02-07",15,"Como",15
"2015-02-07",15,"Cremona",3
"2015-02-07",15,"Lecco",6
"2015-02-07",15,"Lodi",12
"2015-02-07",15,"Mantova",3
"2015-02-07",15,"Milano",95
"2015-02-07",15,"Monza e della Brianza",14
"2015-02-07",15,"Pavia",13
"2015-02-07",15,"Sondrio",1
"2015-02-07",15,"Varese",16
"2015-02-08",15,"Bergamo",17
"2015-02-08",15,"Brescia",28
"2015-02-08",15,"Como",8
"2015-02-08",15,"Cremona",12
"2015-02-08",15,"Lecco",11
"2015-02-08",15,"Lodi",8
"2015-02-08",15,"Mantova",17
"2015-02-08",15,"Milano",100
"2015-02-08",15,"Monza e della Brianza",18
"2015-02-08",15,"Pavia",16
"2015-02-08",15,"Sondrio",4
"2015-02-08",15,"Varese",15
"2015-02-09",15,"Bergamo",28
"2015-02-09",15,"Brescia",27
"2015-02-09",15,"Como",15
"2015-02-09",15,"Cremona",8
"2015-02-09",15,"Lecco",6
"2015-02-09",15,"Lodi",13
"2015-02-09",15,"Mantova",14
"2015-02-09",15,"Milano",83
"2015-02-09",15,"Monza e della Brianza",19
"2015-02-09",15,"Pavia",9
"2015-02-09",15,"Sondrio",1
"2015-02-09",15,"Varese",17
"2015-02-10",15,"Bergamo",31
"2015-02-10",15,"Brescia",29
"2015-02-10",15,"Como",13
"2015-02-10",15,"Cremona",9
"2015-02-10",15,"Lecco",9
"2015-02-10",15,"Lodi",8
"2015-02-10",15,"Mantova",12
"2015-02-10",15,"Milano",102
"2015-02-10",15,"Monza e della Brianza",12
"2015-02-10",15,"Pavia",16
"2015-02-10",15,"Sondrio",6
"2015-02-10",15,"Varese",10
"2015-02-11",15,"Bergamo",27
"2015-02-11",15,"Brescia",24
"2015-02-11",15,"Como",12
"2015-02-11",15,"Cremona",16
"2015-02-11",15,"Lecco",8
"2015-02-11",15,"Lodi",8
"2015-02-11",15,"Mantova",12
"2015-02-11",15,"Milano",96
"2015-02-11",15,"Monza e della Brianza",18
"2015-02-11",15,"Pavia",18
"2015-02-11",15,"Sondrio",4
"2015-02-11",15,"Varese",13
"2015-02-12",15,"Bergamo",29
"2015-02-12",15,"Brescia",35
"2015-02-12",15,"Como",11
"2015-02-12",15,"Cremona",15
"2015-02-12",15,"Lecco",9
"2015-02-12",15,"Lodi",3
"2015-02-12",15,"Mantova",7
"2015-02-12",15,"Milano",109
"2015-02-12",15,"Monza e della Brianza",9
"2015-02-12",15,"Pavia",17
"2015-02-12",15,"Sondrio",2
"2015-02-12",15,"Varese",15
"2015-02-13",15,"Bergamo",33
"2015-02-13",15,"Brescia",32
"2015-02-13",15,"Como",12
"2015-02-13",15,"Cremona",8
"2015-02-13",15,"Lecco",3
"2015-02-13",15,"Lodi",5
"2015-02-13",15,"Mantova",13
"2015-02-13",15,"Milano",96
"2015-02-13",15,"Monza e della Brianza",24
"2015-02-13",15,"Pavia",15
"2015-02-13",15,"Sondrio",2
"2015-02-13",15,"Varese",14
"2015-02-14",15,"Bergamo",20
"2015-02-14",15,"Brescia",22
"2015-02-14",15,"Como",17
"2015-02-14",15,"Cremona",8
"2015-02-14",15,"Lecco",5
"2015-02-14",15,"Lodi",2
"2015-02-14",15,"Mantova",18
"2015-02-14",15,"Milano",107
"2015-02-14",15,"Monza e della Brianza",20
"2015-02-14",15,"Pavia",13
"2015-02-14",15,"Sondrio",4
"2015-02-14",15,"Varese",16
"2015-02-15",15,"Bergamo",22
"2015-02-15",15,"Brescia",30
"2015-02-15",15,"Como",14
"2015-02-15",15,"Cremona",9
"2015-02-15",15,"Lecco",6
"2015-02-15",15,"Lodi",8
"2015-02-15",15,"Mantova",13
"2015-02-15",15,"Milano",76
"2015-02-15",15,"Monza e della Brianza",23
"2015-02-15",15,"Pavia",16
"2015-02-15",15,"Sondrio",3
"2015-02-15",15,"Varese",16
"2015-02-16",15,"Bergamo",37
"2015-02-16",15,"Brescia",25
"2015-02-16",15,"Como",8
"2015-02-16",15,"Cremona",12
"2015-02-16",15,"Lecco",10
"2015-02-16",15,"Lodi",2
"2015-02-16",15,"Mantova",13
"2015-02-16",15,"Milano",100
"2015-02-16",15,"Monza e della Brianza",22
"2015-02-16",15,"Pavia",24
"2015-02-16",15,"Sondrio",1
"2015-02-16",15,"Varese",15
"2015-02-17",15,"Bergamo",29
"2015-02-17",15,"Brescia",27
"2015-02-17",15,"Como",10
"2015-02-17",15,"Cremona",9
"2015-02-17",15,"Lecco",6
"2015-02-17",15,"Lodi",6
"2015-02-17",15,"Mantova",11
"2015-02-17",15,"Milano",89
"2015-02-17",15,"Monza e della Brianza",23
"2015-02-17",15,"Pavia",13
"2015-02-17",15,"Sondrio",3
"2015-02-17",15,"Varese",18
"2015-02-18",15,"Bergamo",35
"2015-02-18",15,"Brescia",25
"2015-02-18",15,"Como",7
"2015-02-18",15,"Cremona",11
"2015-02-18",15,"Lecco",9
"2015-02-18",15,"Lodi",8
"2015-02-18",15,"Mantova",11
"2015-02-18",15,"Milano",81
"2015-02-18",15,"Monza e della Brianza",28
"2015-02-18",15,"Pavia",10
"2015-02-18",15,"Sondrio",3
"2015-02-18",15,"Varese",20
"2015-02-19",15,"Bergamo",20
"2015-02-19",15,"Brescia",26
"2015-02-19",15,"Como",8
"2015-02-19",15,"Cremona",12
"2015-02-19",15,"Lecco",7
"2015-02-19",15,"Lodi",5
"2015-02-19",15,"Mantova",16
"2015-02-19",15,"Milano",102
"2015-02-19",15,"Monza e della Brianza",20
"2015-02-19",15,"Pavia",10
"2015-02-19",15,"Sondrio",5
"2015-02-19",15,"Varese",11
"2015-02-20",15,"Bergamo",26
"2015-02-20",15,"Brescia",27
"2015-02-20",15,"Como",11
"2015-02-20",15,"Cremona",11
"2015-02-20",15,"Lecco",4
"2015-02-20",15,"Lodi",9
"2015-02-20",15,"Mantova",6
"2015-02-20",15,"Milano",84
"2015-02-20",15,"Monza e della Brianza",17
"2015-02-20",15,"Pavia",16
"2015-02-20",15,"Sondrio",6
"2015-02-20",15,"Varese",19
"2015-02-21",15,"Bergamo",17
"2015-02-21",15,"Brescia",24
"2015-02-21",15,"Como",10
"2015-02-21",15,"Cremona",6
"2015-02-21",15,"Lecco",6
"2015-02-21",15,"Lodi",7
"2015-02-21",15,"Mantova",15
"2015-02-21",15,"Milano",88
"2015-02-21",15,"Monza e della Brianza",20
"2015-02-21",15,"Pavia",17
"2015-02-21",15,"Sondrio",3
"2015-02-21",15,"Varese",8
"2015-02-22",15,"Bergamo",27
"2015-02-22",15,"Brescia",24
"2015-02-22",15,"Como",14
"2015-02-22",15,"Cremona",10
"2015-02-22",15,"Lecco",5
"2015-02-22",15,"Lodi",6
"2015-02-22",15,"Mantova",8
"2015-02-22",15,"Milano",67
"2015-02-22",15,"Monza e della Brianza",23
"2015-02-22",15,"Pavia",15
"2015-02-22",15,"Sondrio",2
"2015-02-22",15,"Varese",10
"2015-02-23",15,"Bergamo",19
"2015-02-23",15,"Brescia",28
"2015-02-23",15,"Como",12
"2015-02-23",15,"Cremona",9
"2015-02-23",15,"Lecco",5
"2015-02-23",15,"Lodi",8
"2015-02-23",15,"Mantova",14
"2015-02-23",15,"Milano",76
"2015-02-23",15,"Monza e della Brianza",17
"2015-02-23",15,"Pavia",14
"2015-02-23",15,"Sondrio",3
"2015-02-23",15,"Varese",11
"2015-02-24",15,"Bergamo",38
"2015-02-24",15,"Brescia",26
"2015-02-24",15,"Como",11
"2015-02-24",15,"Cremona",11
"2015-02-24",15,"Lecco",6
"2015-02-24",15,"Lodi",5
"2015-02-24",15,"Mantova",12
"2015-02-24",15,"Milano",76
"2015-02-24",15,"Monza e della Brianza",25
"2015-02-24",15,"Pavia",14
"2015-02-24",15,"Sondrio",4
"2015-02-24",15,"Varese",12
"2015-02-25",15,"Bergamo",20
"2015-02-25",15,"Brescia",28
"2015-02-25",15,"Como",4
"2015-02-25",15,"Cremona",10
"2015-02-25",15,"Lecco",8
"2015-02-25",15,"Lodi",9
"2015-02-25",15,"Mantova",8
"2015-02-25",15,"Milano",78
"2015-02-25",15,"Monza e della Brianza",17
"2015-02-25",15,"Pavia",17
"2015-02-25",15,"Sondrio",5
"2015-02-25",15,"Varese",17
"2015-02-26",15,"Bergamo",24
"2015-02-26",15,"Brescia",24
"2015-02-26",15,"Como",8
"2015-02-26",15,"Cremona",7
"2015-02-26",15,"Lecco",8
"2015-02-26",15,"Lodi",8
"2015-02-26",15,"Mantova",9
"2015-02-26",15,"Milano",86
"2015-02-26",15,"Monza e della Brianza",18
"2015-02-26",15,"Pavia",10
"2015-02-26",15,"Sondrio",5
"2015-02-26",15,"Varese",8
"2015-02-27",15,"Bergamo",29
"2015-02-27",15,"Brescia",18
"2015-02-27",15,"Como",6
"2015-02-27",15,"Cremona",7
"2015-02-27",15,"Lecco",5
"2015-02-27",15,"Lodi",3
"2015-02-27",15,"Mantova",13
"2015-02-27",15,"Milano",92
"2015-02-27",15,"Monza e della Brianza",16
"2015-02-27",15,"Pavia",9
"2015-02-27",15,"Sondrio",5
"2015-02-27",15,"Varese",13
"2015-02-28",15,"Bergamo",24
"2015-02-28",15,"Brescia",24
"2015-02-28",15,"Como",6
"2015-02-28",15,"Cremona",11
"2015-02-28",15,"Lecco",3
"2015-02-28",15,"Lodi",5
"2015-02-28",15,"Mantova",14
"2015-02-28",15,"Milano",71
"2015-02-28",15,"Monza e della Brianza",17
"2015-02-28",15,"Pavia",8
"2015-02-28",15,"Sondrio",6
"2015-02-28",15,"Varese",10
"2015-03-01",15,"Bergamo",25
"2015-03-01",15,"Brescia",23
"2015-03-01",15,"Como",9
"2015-03-01",15,"Cremona",6
"2015-03-01",15,"Lecco",9
"2015-03-01",15,"Lodi",7
"2015-03-01",15,"Mantova",16
"2015-03-01",15,"Milano",81
"2015-03-01",15,"Monza e della Brianza",18
"2015-03-01",15,"Pavia",14
"2015-03-01",15,"Sondrio",2
"2015-03-01",15,"Varese",16
"2015-03-02",15,"Bergamo",25
"2015-03-02",15,"Brescia",23
"2015-03-02",15,"Como",10
"2015-03-02",15,"Cremona",12
"2015-03-02",15,"Lecco",5
"2015-03-02",15,"Lodi",7
"2015-03-02",15,"Mantova",13
"2015-03-02",15,"Milano",76
"2015-03-02",15,"Monza e della Brianza",19
"2015-03-02",15,"Pavia",11
"2015-03-02",15,"Sondrio",2
"2015-03-02",15,"Varese",15
"2015-03-03",15,"Bergamo",35
"2015-03-03",15,"Brescia",23
"2015-03-03",15,"Como",4
"2015-03-03",15,"Cremona",9
"2015-03-03",15,"Lecco",6
"2015-03-03",15,"Lodi",11
"2015-03-03",15,"Mantova",6
"2015-03-03",15,"Milano",82
"2015-03-03",15,"Monza e della Brianza",17
"2015-03-03",15,"Pavia",6
"2015-03-03",15,"Sondrio",9
"2015-03-03",15,"Varese",13
"2015-03-04",15,"Bergamo",28
"2015-03-04",15,"Brescia",34
"2015-03-04",15,"Como",11
"2015-03-04",15,"Cremona",12
"2015-03-04",15,"Lecco",7
"2015-03-04",15,"Lodi",5
"2015-03-04",15,"Mantova",15
"2015-03-04",15,"Milano",81
"2015-03-04",15,"Monza e della Brianza",20
"2015-03-04",15,"Pavia",12
"2015-03-04",15,"Sondrio",3
"2015-03-04",15,"Varese",17
"2015-03-05",15,"Bergamo",32
"2015-03-05",15,"Brescia",17
"2015-03-05",15,"Como",11
"2015-03-05",15,"Cremona",12
"2015-03-05",15,"Lecco",6
"2015-03-05",15,"Lodi",5
